vector_store_file_id,file_id,filename,old_status,current_status,is_published
file-NviZwmE83nhrKWiU6ze38m,file-NviZwmE83nhrKWiU6ze38m,article_24345885684889.txt,completed,completed,Yes
file-TgEngbXcWKZgS55dmV2hXJ,file-TgEngbXcWKZgS55dmV2hXJ,article_360042364672.txt,completed,completed,Yes
file-Vxm3e6a6S9EnwVgNStxeaJ,file-Vxm3e6a6S9EnwVgNStxeaJ,article_360028037071.txt,completed,completed,Yes
file-TRCNuSB1YpitFjNraSKNxU,file-TRCNuSB1YpitFjNraSKNxU,article_52008257141913.txt,completed,completed,Yes
file-1BdCrRG2k15tXrzwXMYPjt,file-1BdCrRG2k15tXrzwXMYPjt,article_360050848171.txt,completed,completed,Yes
file-UjtCPF6wSZGwRr5nHAmt6o,file-UjtCPF6wSZGwRr5nHAmt6o,article_360052395852.txt,completed,completed,Yes
file-BtkF7aoGQh7jsf2WEVuFuK,file-BtkF7aoGQh7jsf2WEVuFuK,article_4407257666073.txt,completed,completed,Yes
file-LV7meMERzZe1JPFLuNSpfR,file-LV7meMERzZe1JPFLuNSpfR,article_47590634843161.txt,completed,completed,Yes
file-QKyjZVhDN1KyXJvfUyofKe,file-QKyjZVhDN1KyXJvfUyofKe,article_360053387831.txt,completed,completed,Yes
file-VHv3XWDcD6Pvmv2Bj93STr,file-VHv3XWDcD6Pvmv2Bj93STr,article_26614220351385.txt,completed,completed,Yes
file-EHng6xhjPbvkT9JEM6mL8u,file-EHng6xhjPbvkT9JEM6mL8u,article_50728531641497.txt,completed,completed,Yes
file-DyfGYjzEsKWabZVNjeb8R8,file-DyfGYjzEsKWabZVNjeb8R8,article_50726184414617.txt,completed,completed,Yes
file-PmKqoPXZ98Kc8kMHEkusTq,file-PmKqoPXZ98Kc8kMHEkusTq,article_50692721668121.txt,completed,completed,Yes
file-NBkV87i4Po5brediv778yL,file-NBkV87i4Po5brediv778yL,article_51203178646041.txt,completed,completed,Yes
file-CvdhFWh8UzHab1qXAZFJGy,file-CvdhFWh8UzHab1qXAZFJGy,article_360042552652.txt,completed,completed,Yes
file-RqDhfnaFJVuP1yWiK6fHFP,file-RqDhfnaFJVuP1yWiK6fHFP,article_4406865209741.txt,completed,completed,Yes
file-JdWhFcyBcHDJuW8xiSgdLo,file-JdWhFcyBcHDJuW8xiSgdLo,article_49256014636697.txt,completed,completed,Yes
file-731MKL3VGU1cPkWd7tXnq3,file-731MKL3VGU1cPkWd7tXnq3,article_46661663689497.txt,completed,completed,Yes
file-6dkZ4Bu6TxHkNP6ZDCb5nU,file-6dkZ4Bu6TxHkNP6ZDCb5nU,article_4406172026649.txt,completed,completed,Yes
file-26xLyeUo2qGohgjMUSt7Q8,file-26xLyeUo2qGohgjMUSt7Q8,article_4407763585561.txt,completed,completed,Yes
file-V9ge4mP6BuAoNPHw2JD5Lp,file-V9ge4mP6BuAoNPHw2JD5Lp,article_10457427517337.txt,completed,completed,Yes
file-2AEG7ryefvpMgANBz6LggJ,file-2AEG7ryefvpMgANBz6LggJ,article_35955036815897.txt,completed,completed,Yes
file-8xGVYJpwErgtxcLU3Qvyqx,file-8xGVYJpwErgtxcLU3Qvyqx,article_4409573162265.txt,completed,completed,Yes
file-7bbgQGqTgqSasuorBsAiSV,file-7bbgQGqTgqSasuorBsAiSV,article_51946185107353.txt,completed,completed,Yes
file-VJBUUG3SS19Hfcd7dZ4mq3,file-VJBUUG3SS19Hfcd7dZ4mq3,article_51887470894105.txt,completed,completed,Yes
file-MCukmGWWi8KxWgvXwJVQ5K,file-MCukmGWWi8KxWgvXwJVQ5K,article_33310186092313.txt,completed,completed,Yes
file-FoojBpTg3gKknyFJkxeVfr,file-FoojBpTg3gKknyFJkxeVfr,article_49533482352409.txt,completed,completed,Yes
file-ARfYHi99CcHBWRkP8fo4iS,file-ARfYHi99CcHBWRkP8fo4iS,article_360049703912.txt,completed,completed,Yes
file-V2CvZZAZE1XdaQKz5kaWAj,file-V2CvZZAZE1XdaQKz5kaWAj,article_360043215632.txt,completed,completed,Yes
file-CMxmL3YhpHRGj9Bx9tTPRM,file-CMxmL3YhpHRGj9Bx9tTPRM,article_360024051432.txt,completed,completed,Yes
file-5c7zdSjjLbYehVnGRewiGJ,file-5c7zdSjjLbYehVnGRewiGJ,article_18925916046873.txt,completed,completed,Yes
file-8TukCisMFg83jimKdZsUEJ,file-8TukCisMFg83jimKdZsUEJ,article_360027859891.txt,completed,completed,Yes
file-ESgF8murmxA7G1UnPLFSgy,file-ESgF8murmxA7G1UnPLFSgy,article_360058026792.txt,completed,completed,Yes
file-2KNrUBuFNbM632oHae48DZ,file-2KNrUBuFNbM632oHae48DZ,article_4405630360217.txt,completed,completed,Yes
file-9h99wvCZMJhzeVrDbgpEev,file-9h99wvCZMJhzeVrDbgpEev,article_5031769605401.txt,completed,completed,Yes
file-Nw4GzAAhdUf5fz8LHtRQ6t,file-Nw4GzAAhdUf5fz8LHtRQ6t,article_50566296453785.txt,completed,completed,Yes
file-1JtEucWCLcfZAdYKuTQuCD,file-1JtEucWCLcfZAdYKuTQuCD,article_360018425871.txt,completed,completed,Yes
file-GL7di6NAvcGgHCsvsjNejw,file-GL7di6NAvcGgHCsvsjNejw,article_13525424144153.txt,completed,completed,Yes
file-82R2HWGcZ9McxGp711fLmb,file-82R2HWGcZ9McxGp711fLmb,article_4411426816281.txt,completed,completed,Yes
file-4Cw1wd2VnmAPKQMAtKn4kT,file-4Cw1wd2VnmAPKQMAtKn4kT,article_31214276477721.txt,completed,completed,Yes
file-YLEW1XRMJuhv73qoc7phtp,file-YLEW1XRMJuhv73qoc7phtp,article_51813481862681.txt,completed,completed,Yes
file-1hPD9Nf1ZrwN3KYULBfrhv,file-1hPD9Nf1ZrwN3KYULBfrhv,article_48337970425625.txt,completed,completed,Yes
file-UYSQEowNmkJwpKmsofPMT8,file-UYSQEowNmkJwpKmsofPMT8,article_360025042731.txt,completed,completed,Yes
file-9jkxs8oBMuNq8aa36FfomX,file-9jkxs8oBMuNq8aa36FfomX,article_360031188751.txt,completed,completed,Yes
file-Fw6rMXQUcRVwjCmsH8cSiP,file-Fw6rMXQUcRVwjCmsH8cSiP,article_22088167867161.txt,completed,completed,Yes
file-EBumW63pyXxi1BwkKG2ua4,file-EBumW63pyXxi1BwkKG2ua4,article_14133160853529.txt,completed,completed,Yes
file-WNdYJz1VQu7dB3D1t58xsn,file-WNdYJz1VQu7dB3D1t58xsn,article_16012058728985.txt,completed,completed,Yes
file-VrM2i53u4UpTMd9CSifmJJ,file-VrM2i53u4UpTMd9CSifmJJ,article_13557009404697.txt,completed,completed,Yes
file-PaGkjfR5rx43nK8uLwVx4W,file-PaGkjfR5rx43nK8uLwVx4W,article_16016240985753.txt,completed,completed,Yes
file-HrKMr2F3raykrXJxTr9ZPe,file-HrKMr2F3raykrXJxTr9ZPe,article_50424308246169.txt,completed,completed,Yes
file-Y9UZgTjGhUoEBCeszNMeU6,file-Y9UZgTjGhUoEBCeszNMeU6,article_51097364164633.txt,completed,completed,Yes
file-52m8w1mwuv9ALGGDCKcJ2Q,file-52m8w1mwuv9ALGGDCKcJ2Q,article_23161935552025.txt,completed,completed,Yes
file-Bmj39wLeEKHE32W7G8pmRD,file-Bmj39wLeEKHE32W7G8pmRD,article_50692721668121.txt,completed,completed,Yes
file-KF95BPcp9NV2LBNev58GEe,file-KF95BPcp9NV2LBNev58GEe,article_50726184414617.txt,completed,completed,Yes
file-FSuhagYhQhcT7sqsHhGshH,file-FSuhagYhQhcT7sqsHhGshH,article_7462463562905.txt,completed,completed,Yes
file-L2SQwGCXygtftUjRVJ2ZAZ,file-L2SQwGCXygtftUjRVJ2ZAZ,article_51203178646041.txt,completed,completed,Yes
file-Hj1CNAy6p8DZJY4DtCr1EC,file-Hj1CNAy6p8DZJY4DtCr1EC,article_50727257881881.txt,completed,completed,Yes
file-Ui8SXidq6qZJ2ttUwWfpx7,file-Ui8SXidq6qZJ2ttUwWfpx7,article_49689661491737.txt,completed,completed,Yes
file-4NUmHxY7ippc92zTPRfBVV,file-4NUmHxY7ippc92zTPRfBVV,article_27596576922521.txt,completed,completed,Yes
file-PUtZTDcqkrTawBfrpTSzxB,file-PUtZTDcqkrTawBfrpTSzxB,article_37346912563737.txt,completed,completed,Yes
file-TKEDLy3i76T1WAVTEduT85,file-TKEDLy3i76T1WAVTEduT85,article_49539502304537.txt,completed,completed,Yes
file-V8BhFxmGtHYvgg8WxukGHA,file-V8BhFxmGtHYvgg8WxukGHA,article_49533482352409.txt,completed,completed,Yes
file-D9dNwK6FTKKQfQ8hMy867r,file-D9dNwK6FTKKQfQ8hMy867r,article_50155938741529.txt,completed,completed,Yes
file-9D6HypRrcujpWdvpRp9Lvs,file-9D6HypRrcujpWdvpRp9Lvs,article_49921986292377.txt,completed,completed,Yes
file-GpEzqecyMq3BATPNBLLmTz,file-GpEzqecyMq3BATPNBLLmTz,article_49921986292377.txt,completed,completed,Yes
file-LCeQKcTeTWpktwZ3FoMrDW,file-LCeQKcTeTWpktwZ3FoMrDW,article_360040115011.txt,completed,completed,Yes
file-GzuixaEHxZHfp5TS6Xzhyi,file-GzuixaEHxZHfp5TS6Xzhyi,article_51677022302745.txt,completed,completed,Yes
file-HnKjPhiSMfBLNxCMD9kXPa,file-HnKjPhiSMfBLNxCMD9kXPa,article_51670911738649.txt,completed,completed,Yes
file-NXwtvL6Q2PjL38dX9AkuEU,file-NXwtvL6Q2PjL38dX9AkuEU,article_49881600032793.txt,completed,completed,Yes
file-UNWTBLRmCxzoTShABCLQp1,file-UNWTBLRmCxzoTShABCLQp1,article_4407166369689.txt,completed,completed,Yes
file-6vfu4k6HWJzEEZkRUVZ7t1,file-6vfu4k6HWJzEEZkRUVZ7t1,article_49717794007833.txt,completed,completed,Yes
file-6scoEohgWspFJe1aorsa6F,file-6scoEohgWspFJe1aorsa6F,article_51097364164633.txt,completed,completed,Yes
file-2KckEMNFGFo36C2jaKUgaR,file-2KckEMNFGFo36C2jaKUgaR,article_51610685268121.txt,completed,completed,Yes
file-EXy2n4pgGauSNKy2x3boP6,file-EXy2n4pgGauSNKy2x3boP6,article_51602371865113.txt,completed,completed,Yes
file-RnmPJK2gEzWsYHSMgeDG4E,file-RnmPJK2gEzWsYHSMgeDG4E,article_4407517293081.txt,completed,completed,Yes
file-GFY4oVVQ33btwYkyMgNk2y,file-GFY4oVVQ33btwYkyMgNk2y,article_4407499009305.txt,completed,completed,Yes
file-L5cXsNmByj4evZA2Bs7D5n,file-L5cXsNmByj4evZA2Bs7D5n,article_49125805318297.txt,completed,completed,Yes
file-EVnZJYxV1hEDrPcWfbTCsm,file-EVnZJYxV1hEDrPcWfbTCsm,article_21028226218777.txt,completed,completed,Yes
file-F1fTxCLCQ6WQt2nKrgYh6Z,file-F1fTxCLCQ6WQt2nKrgYh6Z,article_4406865209741.txt,completed,completed,Yes
file-A2J6VhfEYZ6UcpnhkxwUj4,file-A2J6VhfEYZ6UcpnhkxwUj4,article_50726184414617.txt,completed,completed,Yes
file-4MZjb7hVqaMjxxX4Cry6SN,file-4MZjb7hVqaMjxxX4Cry6SN,article_16809814339609.txt,completed,completed,Yes
file-6BNvmxTQogu71AvrNXwgom,file-6BNvmxTQogu71AvrNXwgom,article_4410623875481.txt,completed,completed,Yes
file-XjBZ2VxrLicHvdr74UuyST,file-XjBZ2VxrLicHvdr74UuyST,article_50728531641497.txt,completed,completed,Yes
file-KkEv7oUJ3uAbaTGXWcFvfV,file-KkEv7oUJ3uAbaTGXWcFvfV,article_36302589081753.txt,completed,completed,Yes
file-JC8phRTw3NYYo9EitMFYNG,file-JC8phRTw3NYYo9EitMFYNG,article_31218462788505.txt,completed,completed,Yes
file-R7FCYhRqrdd3gEjSqre2Qr,file-R7FCYhRqrdd3gEjSqre2Qr,article_50424308246169.txt,completed,completed,Yes
file-LssFBuRapKdSUb4hHYBhzV,file-LssFBuRapKdSUb4hHYBhzV,article_22129007295385.txt,completed,completed,Yes
file-5GaZ9vuLe8SZXAjTYkR3kP,file-5GaZ9vuLe8SZXAjTYkR3kP,article_16808757090713.txt,completed,completed,Yes
file-45AnCnpQTvYcBAQRtzczN6,file-45AnCnpQTvYcBAQRtzczN6,article_51683796552089.txt,completed,completed,Yes
file-CmZjRvPfMDr4yuX6fetCgM,file-CmZjRvPfMDr4yuX6fetCgM,article_34269427691289.txt,completed,completed,Yes
file-7vns8UJeU1VTTA2B38pfRv,file-7vns8UJeU1VTTA2B38pfRv,article_29742178285209.txt,completed,completed,Yes
file-YVdV4HpxGKXGCv2dY5D24X,file-YVdV4HpxGKXGCv2dY5D24X,article_29632222423193.txt,completed,completed,Yes
file-UgwGRCQyS9vT66p29DT4zd,file-UgwGRCQyS9vT66p29DT4zd,article_360024321751.txt,completed,completed,Yes
file-9Wka1p3bnpNPknGA5zPZuc,file-9Wka1p3bnpNPknGA5zPZuc,article_4405630360217.txt,completed,completed,Yes
file-MvQSAW1oix5PLNgQHgH2iX,file-MvQSAW1oix5PLNgQHgH2iX,article_360018425871.txt,completed,completed,Yes
file-QHPMebENjUAbsqZ8WkUVHX,file-QHPMebENjUAbsqZ8WkUVHX,article_38619848029593.txt,completed,completed,Yes
file-7w1tukAYbzFn2amwS8kjU4,file-7w1tukAYbzFn2amwS8kjU4,article_49881600032793.txt,completed,completed,Yes
file-AbLwXcr4ZzQ9YGNTivSosJ,file-AbLwXcr4ZzQ9YGNTivSosJ,article_360048907372.txt,completed,completed,Yes
file-VT4s4SkXcqy7qT88tVtmgn,file-VT4s4SkXcqy7qT88tVtmgn,article_360049385411.txt,completed,completed,Yes
file-5PHTBJNZ2kt1AfMnWSxvvN,file-5PHTBJNZ2kt1AfMnWSxvvN,article_360048907332.txt,completed,completed,Yes
file-WBF2CMAK9u3mw76Jv9CGU6,file-WBF2CMAK9u3mw76Jv9CGU6,article_360048907312.txt,completed,completed,Yes
file-AVSVsP4HrknmPXzasyM17Y,file-AVSVsP4HrknmPXzasyM17Y,article_360048907272.txt,completed,completed,Yes
file-TDpv4KWu7YJrwpb7THEK44,file-TDpv4KWu7YJrwpb7THEK44,article_360048907172.txt,completed,completed,Yes
file-7FrDX6cfy24XJMzC56CH8Q,file-7FrDX6cfy24XJMzC56CH8Q,article_360049385211.txt,completed,completed,Yes
file-W1nRLAz1iLUBpCV36r6YjY,file-W1nRLAz1iLUBpCV36r6YjY,article_360048906952.txt,completed,completed,Yes
file-UEvLxEwxNuR5pEKV3FB7xy,file-UEvLxEwxNuR5pEKV3FB7xy,article_360048906852.txt,completed,completed,Yes
file-7Wgf8bWRu5x3LX5hHyHeiZ,file-7Wgf8bWRu5x3LX5hHyHeiZ,article_360049384851.txt,completed,completed,Yes
file-FcTG1bSMVnpRJV8AzpHg2W,file-FcTG1bSMVnpRJV8AzpHg2W,article_360049384711.txt,completed,completed,Yes
file-Ph6qpWnN2QZyY2ksdXZDM6,file-Ph6qpWnN2QZyY2ksdXZDM6,article_360049384631.txt,completed,completed,Yes
file-EMNnxBaSD3x6D9hxgJod1n,file-EMNnxBaSD3x6D9hxgJod1n,article_360048906492.txt,completed,completed,Yes
file-7gDPiKdEKXwAjrmJYEXNxa,file-7gDPiKdEKXwAjrmJYEXNxa,article_360049384611.txt,completed,completed,Yes
file-77ktaH9TV82vMKE75cEHwJ,file-77ktaH9TV82vMKE75cEHwJ,article_360049384571.txt,completed,completed,Yes
file-KrvTpLpeTiHDUYiJ5tqTJU,file-KrvTpLpeTiHDUYiJ5tqTJU,article_360049586771.txt,completed,completed,Yes
file-WRteoM2RvgpAmyJAxiLh38,file-WRteoM2RvgpAmyJAxiLh38,article_360052002652.txt,completed,completed,Yes
file-5W1REpRJj4SVDfrK2sHPQk,file-5W1REpRJj4SVDfrK2sHPQk,article_360052525371.txt,completed,completed,Yes
file-W25HnCEEjz6TSiR1sGZsD2,file-W25HnCEEjz6TSiR1sGZsD2,article_360052577551.txt,completed,completed,Yes
file-74Tox2AXKonWsYrNjNVaEv,file-74Tox2AXKonWsYrNjNVaEv,article_360052350592.txt,completed,completed,Yes
file-DPBe4bDV4M3fkwdELcTwBb,file-DPBe4bDV4M3fkwdELcTwBb,article_360053228852.txt,completed,completed,Yes
file-DFh4KpNDtumTjGKLrNtPMX,file-DFh4KpNDtumTjGKLrNtPMX,article_360054004212.txt,completed,completed,Yes
file-XnWk7P5JvxF87GXsN3MGsv,file-XnWk7P5JvxF87GXsN3MGsv,article_360054634551.txt,completed,completed,Yes
file-JbxC7xwHUBX56svaHb1FzJ,file-JbxC7xwHUBX56svaHb1FzJ,article_360055036491.txt,completed,completed,Yes
file-Wkzzngv1oVVV8vxrJzP3on,file-Wkzzngv1oVVV8vxrJzP3on,article_360055421691.txt,completed,completed,Yes
file-1M55A34VFZfVYFyMLYqhac,file-1M55A34VFZfVYFyMLYqhac,article_360056123672.txt,completed,completed,Yes
file-FzKEoPSnqJZZQC5AFEQ3mM,file-FzKEoPSnqJZZQC5AFEQ3mM,article_360057592872.txt,completed,completed,Yes
file-T7XWsAUWZDbnhPUzuTu3C7,file-T7XWsAUWZDbnhPUzuTu3C7,article_360058406931.txt,completed,completed,Yes
file-Qt8rLXG1XApu112AGxi6BG,file-Qt8rLXG1XApu112AGxi6BG,article_360061267911.txt,completed,completed,Yes
file-D3h7kNHRxP7vApBdtnX673,file-D3h7kNHRxP7vApBdtnX673,article_4405056008973.txt,completed,completed,Yes
file-CEeMCGGU3VJfF65fJKSFVG,file-CEeMCGGU3VJfF65fJKSFVG,article_4406209165337.txt,completed,completed,Yes
file-S2dKkyV6iqWPb79i4KYhHq,file-S2dKkyV6iqWPb79i4KYhHq,article_4406764890777.txt,completed,completed,Yes
file-NSVmbiesjCqPJpGxLsUrmR,file-NSVmbiesjCqPJpGxLsUrmR,article_4407874090265.txt,completed,completed,Yes
file-SEvECiojsu6CqjQU15mWfM,file-SEvECiojsu6CqjQU15mWfM,article_4409188911769.txt,completed,completed,Yes
file-4JmV6jG4orZxPvgCShV9nz,file-4JmV6jG4orZxPvgCShV9nz,article_4410872247577.txt,completed,completed,Yes
file-FUUXkm7DGhP2Y1wuJu5uYs,file-FUUXkm7DGhP2Y1wuJu5uYs,article_4411026068761.txt,completed,completed,Yes
file-J6LwS6XrFMdZHA2qTKqFcx,file-J6LwS6XrFMdZHA2qTKqFcx,article_4411462274713.txt,completed,completed,Yes
file-D4NBqGv9aPH4FiHNHoYuWG,file-D4NBqGv9aPH4FiHNHoYuWG,article_4414391356057.txt,completed,completed,Yes
file-Vh1YFLoY1YbjopetF3ANc2,file-Vh1YFLoY1YbjopetF3ANc2,article_4414606966809.txt,completed,completed,Yes
file-DpCFPzHnLYXAU5zEBoTfzW,file-DpCFPzHnLYXAU5zEBoTfzW,article_4416722172441.txt,completed,completed,Yes
file-STarsrWN2gHGDMTUFVcMLQ,file-STarsrWN2gHGDMTUFVcMLQ,article_4418141389849.txt,completed,completed,Yes
file-4ofBLqxvVmRB8ekgZxk1jh,file-4ofBLqxvVmRB8ekgZxk1jh,article_4436874920217.txt,completed,completed,Yes
file-Q72B6uNQR1t2bSpKsLeyzn,file-Q72B6uNQR1t2bSpKsLeyzn,article_4640491765273.txt,completed,completed,Yes
file-UJPvHZrkCEADoWxMmiATLt,file-UJPvHZrkCEADoWxMmiATLt,article_5414716687513.txt,completed,completed,Yes
file-UaPqAkWdeshXnRh6cmcr5S,file-UaPqAkWdeshXnRh6cmcr5S,article_5901193637401.txt,completed,completed,Yes
