article_id,url,duplicate_type,count,vector_store_file_ids,status
22088167867161,https://support.fyi.app/hc/en-us/articles/22088167867161-Employee-Summary,vector_store,2,file-Fw6rMXQUcRVwjCmsH8cSiP; file-FhPUgktbqa2RJbLe39VUaC,completed; completed
18064383906329,https://support.fyi.app/hc/en-us/articles/18064383906329-Sharing-the-New-Collaborate-Client-and-Upload-Folders,vector_store,2,file-YL3oAwCSXznehLqwxzGD81; file-SnxzXBJ6JDdawCohbcd6JD,completed; completed
16809814339609,https://support.fyi.app/hc/en-us/articles/16809814339609-Practice-Sync-Integration-with-MYOB-AE-AO-Australia-and-New-Zealand,vector_store,2,file-4MZjb7hVqaMjxxX4Cry6SN; file-XKw5YZrv1zxQCVQpQ8Dvwb,completed; completed
5334156830617,https://support.fyi.app/hc/en-us/articles/5334156830617-Setup-and-Preparation-for-Capacity-Planning,vector_store,2,file-VfJb5gGY4ZDXw3JnvDb7gu; file-E7nRo2uJjoccW7Ae14AMaX,completed; completed
360058026792,https://support.fyi.app/hc/en-us/articles/360058026792-Integration-with-DocuSign,vector_store,2,file-ESgF8murmxA7G1UnPLFSgy; file-K7uoLnpTZ94AK6g5az1JWh,completed; completed
360046202632,https://support.fyi.app/hc/en-us/articles/360046202632-Sharing-the-Share-Folder-with-the-Client,vector_store,2,file-MBqHHH88akM3CJNt99yaTH; file-EXGVhRfyE8UpySyPPRm8NM,completed; completed
360042364672,https://support.fyi.app/hc/en-us/articles/360042364672-Displaying-a-Practice-wide-Tasks-List,vector_store,2,file-TgEngbXcWKZgS55dmV2hXJ; file-WGLQyy24oZCciVnikECFE5,completed; completed
360040115011,https://support.fyi.app/hc/en-us/articles/360040115011-Workflow-Basics,vector_store,2,file-LCeQKcTeTWpktwZ3FoMrDW; file-A5LH7gfLRoW52oJLVjNL1s,completed; completed
360024051432,https://support.fyi.app/hc/en-us/articles/360024051432-Synchronising-Clients-Staff-Jobs-Time-Tax-Returns-with-Xero-Practice-Manager,vector_store,2,file-CMxmL3YhpHRGj9Bx9tTPRM; file-MTF1fXznDGUkiUR8YqED1Q,completed; completed
360018425871,https://support.fyi.app/hc/en-us/articles/360018425871-Sorting-and-Filtering-Lists,vector_store,4,file-XpJWWBPUW9Sz4txeNA88xH; file-1JtEucWCLcfZAdYKuTQuCD; file-MvQSAW1oix5PLNgQHgH2iX; file-FVFwoFmWdvQrHz4RTLLHhR,completed; completed; completed; completed
42554270556313,https://support.fyi.app/hc/en-us/articles/42554270556313-Managing-Display-Names-for-New-Collaborate,vector_store,2,file-RprC3YfCPqkPrCN239ff3o; file-JaPHsxvm5tq76uJGLEuX2i,completed; completed
31218462788505,https://support.fyi.app/hc/en-us/articles/31218462788505-Synchronising-Contacts-Invoices-and-Client-Ledger-Reports-with-Xero-Ledger,vector_store,2,file-JC8phRTw3NYYo9EitMFYNG; file-U6o4m654H18PhcDTV2c3aF,completed; completed
5334136865049,https://support.fyi.app/hc/en-us/articles/5334136865049-Running-a-Capacity-Planning-Report-Making-Adjustments-and-Refreshing-the-Report-Data,vector_store,2,file-X1XhGc1LLkXGZG4o3b3tU4; file-9qzYoJURdFEwfZZqZZKu1G,completed; completed
5031769605401,https://support.fyi.app/hc/en-us/articles/5031769605401-Enabling-XPM-Workflow-Jobs,vector_store,2,file-9h99wvCZMJhzeVrDbgpEev; file-XnPwgLGjXiCQPLDHfWz7RS,completed; completed
360052395852,https://support.fyi.app/hc/en-us/articles/360052395852-Including-Merge-Fields-in-Email-Templates-and-Signatures,vector_store,2,file-UjtCPF6wSZGwRr5nHAmt6o; file-JNEqCH3PGtH4osmNzEUSHM,completed; completed
360047724551,https://support.fyi.app/hc/en-us/articles/360047724551-Sharing-the-Upload-Folder-with-the-Client,vector_store,2,file-9KHgbofLyg5jy1WKWp64Wu; file-VTKyFgBrb8YEAnaQU7bDDv,completed; completed
360031188751,https://support.fyi.app/hc/en-us/articles/360031188751-Unique-Document-Reference-Number,vector_store,2,file-9jkxs8oBMuNq8aa36FfomX; file-SA2VYchyageHQ9eU6M7UF3,completed; completed
360025042731,https://support.fyi.app/hc/en-us/articles/360025042731-Using-OneDrive-FYI-My-Imports-to-Automatically-Import-to-your-In-Tray,vector_store,2,file-UYSQEowNmkJwpKmsofPMT8; file-UkZJZf3WWChVamtkT4qJGZ,completed; completed
360050848171,https://support.fyi.app/hc/en-us/articles/360050848171-Setting-up-the-Shared-Folders-Email-Template-and-Assigning-Share-Settings-Access,vector_store,2,file-1BdCrRG2k15tXrzwXMYPjt; file-Bd3BVxGj4jpnuxWv6bUQnY,completed; completed
38403510618905,https://support.fyi.app/hc/en-us/articles/38403510618905-Creating-Interim-Time-Entries,vector_store,2,file-EzJUnhwgbyyVpbD3LXGeKF; file-TRqjW6UW11mDqvt6o3F5qz,completed; completed
32770873292313,https://support.fyi.app/hc/en-us/articles/32770873292313-Grouping-Invoice-and-Time-Lists,vector_store,2,file-TXp5ZW3aYB2aD2LWkawR6F; file-XoXuNERztqywiK9VEpmE1K,completed; completed
23161935552025,https://support.fyi.app/hc/en-us/articles/23161935552025-Integration-with-Active-Workpapers-Australia-and-United-Kingdom-only,vector_store,2,file-52m8w1mwuv9ALGGDCKcJ2Q; file-CYWoGQf8a9MyCFr5Etiumr,completed; completed
49256014636697,https://support.fyi.app/hc/en-us/articles/49256014636697-Moving-to-a-Client-Secured-Collaborate-Site,vector_store,3,file-75hgu6sWjqaebcomLK7cUb; file-JdWhFcyBcHDJuW8xiSgdLo; file-ESAiAh8CH2D4nXABbLr3HH,completed; completed; completed
37346912563737,https://support.fyi.app/hc/en-us/articles/37346912563737-Time-Report,vector_store,2,file-PUtZTDcqkrTawBfrpTSzxB; file-4kutBjoRyTh1vyX9aPHHJs,completed; completed
24359389797273,https://support.fyi.app/hc/en-us/articles/24359389797273-Using-the-Invoices-Lists,vector_store,2,file-B1VrgP4conNaKhatoTKjZk; file-DKQCjCuCrWEHvQHokjchWB,completed; completed
18069256899609,https://support.fyi.app/hc/en-us/articles/18069256899609-Removing-Access-to-the-New-Collaborate-Client-Folders,vector_store,2,file-LbLhsXzQP8iHRVupZoC7gm; file-YJUjyTuZi5g839eDg6fWrv,completed; completed
24345885684889,https://support.fyi.app/hc/en-us/articles/24345885684889-Searching-for-Invoices,vector_store,2,file-NviZwmE83nhrKWiU6ze38m; file-KxD3rBULXcc5Lwjd3hvG1J,completed; completed
18066026538265,https://support.fyi.app/hc/en-us/articles/18066026538265-Resending-New-Collaborate-Links-Manually,vector_store,2,file-LnR9XuuvfJSQ49RpSBUDXh; file-4AQbxkFqZdMQB3FqAwQHrv,completed; completed
360042552652,https://support.fyi.app/hc/en-us/articles/360042552652-Calendar-Entry-AutoFile,vector_store,2,file-CvdhFWh8UzHab1qXAZFJGy; file-KEr9vp8BBpvZmUPF3Mw2je,completed; completed
50566296453785,https://support.fyi.app/hc/en-us/articles/50566296453785-Process-Step-Details-Execute-Process,vector_store,2,file-Nw4GzAAhdUf5fz8LHtRQ6t; file-BAM93TGVgoWxHMUhYqBSGH,completed; completed
47590634843161,https://support.fyi.app/hc/en-us/articles/47590634843161-Integration-with-The-Gap,vector_store,2,file-LV7meMERzZe1JPFLuNSpfR; file-BnSaSrnxVjQfPmMyEtmH1Z,completed; completed
42275945671321,https://support.fyi.app/hc/en-us/articles/42275945671321-Integration-with-AMLCC,vector_store,2,file-8yicYwpWjRGPnN5pUtLofz; file-FMt5Ew8MrTxG55VSjrzRBn,completed; completed
22129007295385,https://support.fyi.app/hc/en-us/articles/22129007295385-Process-Step-Details-Update-Employee,vector_store,2,file-LssFBuRapKdSUb4hHYBhzV; file-3rNKBbcxq2PriWj2No4G9b,completed; completed
360046670391,https://support.fyi.app/hc/en-us/articles/360046670391-Client-Collaborate,vector_store,2,file-EmjrhiofWdTMTKcAQsedxx; file-CzE26hXxBXmRVpg8PsMfEU,completed; completed
51599867771673,https://support.fyi.app/hc/en-us/articles/51599867771673-Error-Exception-of-type-System-OutofMemoryException-was-thrown-when-using-Practice-Sync,vector_store,2,file-CRMiyHdz6up8mUVHeAss1L; file-9HVfn8BrZ3fhsMXgT3dEQx,completed; completed
51577218255513,https://support.fyi.app/hc/en-us/articles/51577218255513--Error-exporting-invoice-Cannot-create-or-update-contact-as-it-has-an-invalid-email,vector_store,2,file-3sJAe4g3kFcXQKChqYc7et; file-Xqr4A4aCc4BqKyNJnCDJ1n,completed; completed
51575491269785,https://support.fyi.app/hc/en-us/articles/51575491269785-Preferences-in-FYI-are-reset-when-Browser-is-closed,vector_store,2,file-2buz7gBzqWDyG8M5fpMEwj; file-BApSp5wJgoe2joEbcM7Hdx,completed; completed
50726184414617,https://support.fyi.app/hc/en-us/articles/50726184414617-Creating-Custom-Fields,vector_store,4,file-DyfGYjzEsKWabZVNjeb8R8; file-KF95BPcp9NV2LBNev58GEe; file-A2J6VhfEYZ6UcpnhkxwUj4; file-467mP8RriU63UAvuq73Vpx,completed; completed; completed; completed
49125805318297,https://support.fyi.app/hc/en-us/articles/49125805318297-Error-A-Custom-Field-was-renamed-due-to-changes-in-XPM,vector_store,2,file-L5cXsNmByj4evZA2Bs7D5n; file-LEVZYvcrSd7fe7Fcs5zALx,completed; completed
47340650351385,https://support.fyi.app/hc/en-us/articles/47340650351385-Can-I-send-a-New-Collaborate-Site-link-that-prefills-the-client-s-email-address,vector_store,2,file-Y4bx8DWj5xYB5Ccej9xZ3M; file-PYXvMfVDA9DmLDXerTuD7f,completed; completed
35955036815897,https://support.fyi.app/hc/en-us/articles/35955036815897-How-does-FYI-determine-the-Owner-of-an-email,vector_store,2,file-2AEG7ryefvpMgANBz6LggJ; file-WUmy5JhZVJyS9xVxnFKdLe,completed; completed
29632222423193,https://support.fyi.app/hc/en-us/articles/29632222423193-Error-FYI-2160-Could-not-assign-Partner-or-Manager-in-Practice-Activity-when-synchronising-clients,vector_store,2,file-YVdV4HpxGKXGCv2dY5D24X; file-AsbJKTLeUWU4TezK9TjoJV,completed; completed
18105734284697,https://support.fyi.app/hc/en-us/articles/18105734284697-Troubleshooting-New-Collaborate-using-Status-Check,vector_store,2,file-74uHJVTZC8t7CzZmaxqHeU; file-DFV2xA79dsr8n9PDwCFdbz,completed; completed
13525424144153,https://support.fyi.app/hc/en-us/articles/13525424144153-Why-are-active-templates-not-showing-in-the-Templates-list-when-creating-an-email-or-using-in-an-automation,vector_store,2,file-GL7di6NAvcGgHCsvsjNejw; file-ScSFVtMXSBHLPjwUvaaBaG,completed; completed
4411426816281,https://support.fyi.app/hc/en-us/articles/4411426816281-FYI-is-slow-or-not-loading-Lists,vector_store,2,file-82R2HWGcZ9McxGp711fLmb; file-5GTnoHKeFhAPgfJPmnhf5h,completed; completed
4407517293081,https://support.fyi.app/hc/en-us/articles/4407517293081-Why-is-a-new-or-edited-Job-Custom-Field-in-Xero-Practice-Manager-not-showing-straight-away-in-FYI,vector_store,2,file-RnmPJK2gEzWsYHSMgeDG4E; file-NXazQbcQdsBp8gp8Nf6Bb9,completed; completed
4407499009305,https://support.fyi.app/hc/en-us/articles/4407499009305-Why-is-a-new-or-edited-Client-Custom-Field-in-Xero-Practice-Manager-not-showing-straight-away-in-FYI,vector_store,2,file-GFY4oVVQ33btwYkyMgNk2y; file-K7UvYkbjCe74MhYja7S2Kn,completed; completed
50727257881881,https://support.fyi.app/hc/en-us/articles/50727257881881-Editing-Custom-Fields,vector_store,2,file-Hj1CNAy6p8DZJY4DtCr1EC; file-N26bA4nq5MetwnMbEM1EQi,completed; completed
31214276477721,https://support.fyi.app/hc/en-us/articles/31214276477721-Onboarding-to-FYI-Elite,vector_store,2,file-4Cw1wd2VnmAPKQMAtKn4kT; file-3pc2k1j361YTRe9uiEKVFy,completed; completed
27458260337433,https://support.fyi.app/hc/en-us/articles/27458260337433-Error-FYI-2120-Unable-to-add-guest-user-this-email-appears-to-be-associated-with-an-existing-user,vector_store,2,file-LivwtCpZ1g9qPXUi7ErKKp; file-2cwJdm5HCjuSKGtheEgZ5i,completed; completed
7462463562905,https://support.fyi.app/hc/en-us/articles/7462463562905-Training-Your-Team,vector_store,2,file-FSuhagYhQhcT7sqsHhGshH; file-HmNGZ4sRmzuoD2Dqwoj2tJ,completed; completed
360053387831,https://support.fyi.app/hc/en-us/articles/360053387831-OneDrive-Admin-Account,vector_store,2,file-QKyjZVhDN1KyXJvfUyofKe; file-R6LebUePLaKgPPEYazt5WW,completed; completed
360043215632,https://support.fyi.app/hc/en-us/articles/360043215632-I-m-working-from-home-and-have-a-problem-logging-in-accessing-documents-or-working-with-documents,vector_store,2,file-V2CvZZAZE1XdaQKz5kaWAj; file-RhHe5FdUxfY6Mu3mr6VjEB,completed; completed
29742178285209,https://support.fyi.app/hc/en-us/articles/29742178285209--Skipped-sending-as-User-does-not-exist-in-XPM-displays-in-Practice-Activity,vector_store,2,file-7vns8UJeU1VTTA2B38pfRv; file-CoY7UuM5ZevjLiKJnGU7ef,completed; completed
22079701622937,https://support.fyi.app/hc/en-us/articles/22079701622937-Practice-Time,vector_store,2,file-CNXmsuFn6f46TX91iLYcmF; file-1MWqdGX4Lk3ftf28AsCBjg,completed; completed
4407166369689,https://support.fyi.app/hc/en-us/articles/4407166369689-FYI-Learn,vector_store,2,file-UNWTBLRmCxzoTShABCLQp1; file-HnQjyVDgCqhDK7einzGhHz,completed; completed
4405630360217,https://support.fyi.app/hc/en-us/articles/4405630360217-Managing-Job-States,vector_store,3,file-2KNrUBuFNbM632oHae48DZ; file-9Wka1p3bnpNPknGA5zPZuc; file-M3FgxX2kKCHATY9YcvvKyj,completed; completed; completed
4406865209741,https://support.fyi.app/hc/en-us/articles/4406865209741-Managing-Custom-Fields,vector_store,3,file-RqDhfnaFJVuP1yWiK6fHFP; file-F1fTxCLCQ6WQt2nKrgYh6Z; file-6kgfQVuV6Wr8CEF8gX5vjM,completed; completed; completed
50728531641497,https://support.fyi.app/hc/en-us/articles/50728531641497-Deleting-Custom-Fields,vector_store,3,file-EHng6xhjPbvkT9JEM6mL8u; file-XjBZ2VxrLicHvdr74UuyST; file-Q9iUf6i4n4zvd5UcrdseX6,completed; completed; completed
4407257666073,https://support.fyi.app/hc/en-us/articles/4407257666073-Deleting-your-FYI-Account,vector_store,2,file-BtkF7aoGQh7jsf2WEVuFuK; file-Pp2zBrWyJxGTCd45UTjvfg,completed; completed
33310186092313,https://support.fyi.app/hc/en-us/articles/33310186092313-Error-The-Practice-OneDrive-Admin-user-is-not-the-owner-of-the-SharePoint-site,vector_store,2,file-MCukmGWWi8KxWgvXwJVQ5K; file-JwaNXyjJRmMywdf6tJAkDi,completed; completed
19248966251417,https://support.fyi.app/hc/en-us/articles/19248966251417-Renaming-a-Client-with-New-Collaborate-Shared-Folder-and-Files,vector_store,2,file-KPP8xgLnts4eQzPPGGaEDH; file-Yb89LySmNdR3mNawnLTmup,completed; completed
4407763585561,https://support.fyi.app/hc/en-us/articles/4407763585561-Why-does-the-blue-Filed-in-FYI-icon-not-show-up-in-Outlook-even-though-the-email-has-been-filed-in-FYI,vector_store,2,file-26xLyeUo2qGohgjMUSt7Q8; file-FLgXUHXjYm1rPdo88fNfmF,completed; completed
4409573162265,https://support.fyi.app/hc/en-us/articles/4409573162265-Why-are-automation-emails-flagged-as-spam-some-have-bounced-back-and-my-email-is-blocked-from-sending-any-emails,vector_store,2,file-8xGVYJpwErgtxcLU3Qvyqx; file-UvzKgE4PbJ3wvPHgKmi8ks,completed; completed
35680658769689,https://support.fyi.app/hc/en-us/articles/35680658769689-Error-FYI-2207-FYI-was-unable-to-add-the-guest-user-to-the-Collaborate-SharePoint-Site-in-Practice-Activity,vector_store,2,file-UHRgUwTzVMHkcFp3jtBmRr; file-PsB44rQswpr2mRWUHd3WYf,completed; completed
35412495841561,https://support.fyi.app/hc/en-us/articles/35412495841561-Error-Unable-to-update-the-Client-Share-Folder-as-the-Name-already-exists-when-renaming-a-New-Collaborate-Share-Folder,vector_store,2,file-43Ndf9oTMijM4xyAgjjEL4; file-5WL1ZsMrFQWEchntgMQf3h,completed; completed
10457427517337,https://support.fyi.app/hc/en-us/articles/10457427517337-How-can-I-move-filed-emails-out-of-the-Inbox-or-Sent-Items-folder-in-Outlook-and-still-maintain-the-Filed-in-FYI-category,vector_store,2,file-V9ge4mP6BuAoNPHw2JD5Lp; file-UTZYsQnLyMLgRAmv7Szyud,completed; completed
36302589081753,https://support.fyi.app/hc/en-us/articles/36302589081753-Migration-of-Invoices-from-MYOB-AE-AO-to-FYI-and-Xero-Ledger-Beta,vector_store,2,file-KkEv7oUJ3uAbaTGXWcFvfV; file-RVbkmnTN6oMen2TbVqzs7P,completed; completed
26614220351385,https://support.fyi.app/hc/en-us/articles/26614220351385-Import-Unbilled-WIP-Report,vector_store,2,file-VHv3XWDcD6Pvmv2Bj93STr; file-KXZo3QBdpQspLCatJ8ZHmD,completed; completed
20393200316953,https://support.fyi.app/hc/en-us/articles/20393200316953-Error-That-didn-t-work-when-trying-to-log-in-to-the-Collaborate-Site,vector_store,2,file-V9B6vATVSwG2cMpeJTMPp5; file-9LHR9m8cuQ1PzeDHtEcZbY,completed; completed
34269427691289,https://support.fyi.app/hc/en-us/articles/34269427691289-Converting-Standard-Jobs-to-Workflow-Jobs,vector_store,2,file-CmZjRvPfMDr4yuX6fetCgM; file-BEDm4eP8Pz3zUsSr95wgi4,completed; completed
4406172026649,https://support.fyi.app/hc/en-us/articles/4406172026649-Why-is-an-email-I-filed-in-FYI-not-appearing-in-my-Inbox,vector_store,2,file-6dkZ4Bu6TxHkNP6ZDCb5nU; file-FvmNS1znpN1Pv2RCUifNSG,completed; completed
360049703912,https://support.fyi.app/hc/en-us/articles/360049703912--Could-not-find-the-document-or-Error-loading-documents,vector_store,2,file-ARfYHi99CcHBWRkP8fo4iS; file-LmGPEk8LLPqdXDfHXbBd8p,completed; completed
23403418763545,https://support.fyi.app/hc/en-us/articles/23403418763545-Error-Your-practice-has-changed-Collaborate-settings-on-the-Collaborate-Sharing-Settings-page,vector_store,2,file-8otfzpFAgwWYLHVzBrp8P8; file-Qx2c8XE7CmS1Da96Yr7hqa,completed; completed
46661663689497,https://support.fyi.app/hc/en-us/articles/46661663689497--Unknown-error-fetching-document-when-previewing-an-Email,vector_store,2,file-731MKL3VGU1cPkWd7tXnq3; file-8bEQRTV6qP2yAigf3CxL4k,completed; completed
29445783818137,https://support.fyi.app/hc/en-us/articles/29445783818137-Error-FYI-2152-The-email-entered-cannot-be-added-Use-the-associated-email-address-or-request-a-different-email-address-from-the-guest,vector_store,2,file-TfauSVXadzceeoyLtFxNVp; file-64Pc8BnprfAQhxKhuaNfC3,completed; completed
360024321751,https://support.fyi.app/hc/en-us/articles/360024321751-Jobs-Overview,vector_store,2,file-UgwGRCQyS9vT66p29DT4zd; file-9VrJqZihSTby38K5gRGyPU,completed; completed
21028226218777,https://support.fyi.app/hc/en-us/articles/21028226218777-Invoicing-Overview,vector_store,3,file-8o8QF6HviTcpu73ZeUi8Mj; file-EVnZJYxV1hEDrPcWfbTCsm; file-D9vGDL5X9xmWhj4fx6J8LE,completed; completed; completed
51097364164633,https://support.fyi.app/hc/en-us/articles/51097364164633-Receiving-Form-Responses,vector_store,3,file-Y9UZgTjGhUoEBCeszNMeU6; file-6scoEohgWspFJe1aorsa6F; file-24w7dUknoVvm1JXTAqa9ax,completed; completed; completed
49717794007833,https://support.fyi.app/hc/en-us/articles/49717794007833-Setting-up-Form-Email-Templates-Beta,vector_store,2,file-6vfu4k6HWJzEEZkRUVZ7t1; file-Q49TCDicEuvyW5ArJbFpyy,completed; completed
51670911738649,https://support.fyi.app/hc/en-us/articles/51670911738649-Managing-Practice-Settings-for-Forms-Beta,vector_store,2,file-B24qUnurEt5dAx7w7jSMAP; file-HnKjPhiSMfBLNxCMD9kXPa,completed; completed
51677022302745,https://support.fyi.app/hc/en-us/articles/51677022302745-Creating-a-Direct-Link-to-a-General-Form-Beta,vector_store,2,file-ST9uZXCVdNt9P8yMwqRagr; file-GzuixaEHxZHfp5TS6Xzhyi,completed; completed
49539502304537,https://support.fyi.app/hc/en-us/articles/49539502304537-Managing-Form-Templates-Beta,vector_store,3,file-SngsbfR8QwLRej2NUruxFs; file-TKEDLy3i76T1WAVTEduT85; file-XFxsBJizFXi5a28eEkjgdZ,completed; completed; completed
49921986292377,https://support.fyi.app/hc/en-us/articles/49921986292377-Forms-Overview-Beta,vector_store,4,file-FzoZJkqajK3g5Top7vSAp9; file-9D6HypRrcujpWdvpRp9Lvs; file-GpEzqecyMq3BATPNBLLmTz; file-J7nLyRnxLNg4ECkz3aynaV,completed; completed; completed; completed
50155938741529,https://support.fyi.app/hc/en-us/articles/50155938741529-Submitting-a-Form-Beta,vector_store,3,file-F7cdqvfCDKJKARwPPhf97x; file-D9dNwK6FTKKQfQ8hMy867r; file-GTwD6ZJQaj1grP6PHM5ek2,completed; completed; completed
49533482352409,https://support.fyi.app/hc/en-us/articles/49533482352409-Creating-Templates-for-Forms-Beta,vector_store,4,file-2QcJ7p9bQoxDinAGAsygLc; file-FoojBpTg3gKknyFJkxeVfr; file-V8BhFxmGtHYvgg8WxukGHA; file-RT2dg7tG5Hpm8zPB7THahq,completed; completed; completed; completed
48337970425625,https://support.fyi.app/hc/en-us/articles/48337970425625-Non-Proportional-WIP-Allocation-Beta,vector_store,3,file-WUsR7WBBeGGXiVxJauYSmD; file-1hPD9Nf1ZrwN3KYULBfrhv; file-Rp4VzaFYFbQyc2ohnMZfZn,completed; completed; completed
49948809227545,https://support.fyi.app/hc/en-us/articles/49948809227545-Setting-Up-a-Custom-Process-for-Form-Management-Beta,vector_store,3,file-SrA3fHkiFyyjxSbSrAFyrc; file-WfQFuXfXX1CpYf8q8NjsKX; file-SF7hLyD1TAAX4gSqk6GhZa,completed; completed; completed
10426803386521,https://support.fyi.app/hc/en-us/articles/10426803386521-Using-the-Tasks-Lists,vector_store,2,file-8RBMMDL5CgYJ7TaeMxnxes; file-6imm7hdoyKYG6EVimcBv6j,completed; completed
49911330101913,https://support.fyi.app/hc/en-us/articles/49911330101913-Process-Step-Details-Create-Form-Beta,vector_store,2,file-PXoufMPrJ5zPghEmURxvCh; file-4ABquh1pxaAs1svwNSncLN,completed; completed
50689340027929,https://support.fyi.app/hc/en-us/articles/50689340027929-Managing-Form-Workflow-Statuses-Beta,vector_store,2,file-24MJx1x2kMNtk1NkhaAErB; file-48Ly42ithZySfBaq283B4Y,completed; completed
50626346406681,https://support.fyi.app/hc/en-us/articles/50626346406681-Errors-when-trying-to-access-a-Client-Form-Link,vector_store,2,file-GLXyz4qww66hvmKuY9jRf7; file-Fy1Y9oTxNRcFTwaKoQKpC9,completed; completed
51316582418329,https://support.fyi.app/hc/en-us/articles/51316582418329-Converting-Forms-to-PDF-Beta,vector_store,2,file-Xw3Xip8Sqyn84LXVSz8a4i; file-3MwDNokYTiwiHTvJGMsPcv,completed; completed
49709534631705,https://support.fyi.app/hc/en-us/articles/49709534631705-Sending-Forms-to-Clients-Beta,vector_store,2,file-9HeJ97naRQT9RCr7xdW1TJ; file-C86WiSDfJqAK5wvJPJqt6b,completed; completed
48300727338521,https://support.fyi.app/hc/en-us/articles/48300727338521-New-Collaborate-Status-Check-Overview,vector_store,2,file-P58Ky3dRuRawuQSZTFwTSm; file-KpNtrgCTfiJmhvmJeN4d3g,completed; completed
52007851239321,https://support.fyi.app/hc/en-us/articles/52007851239321-Finishing-a-Form-Beta,content_register,2,,"Rows: 1397, 1398"
